PID,University,Gender,Timestamp,ScreenTimeSumBefore1Hr,StepCountSumBefore1Hr,Location,StressBinary
P026,B,male,2025-03-07 09:10:49.236742886,1125.1005496653117,659,work,not-stressed
P026,B,male,2025-03-20 09:51:32.753954153,955.5137477575717,3432,outside,not-stressed
P026,B,male,2025-03-24 10:11:18.688869445,767.2921406842302,1700,home,not-stressed
P026,B,male,2025-03-25 09:29:00.396217987,691.920645889997,1772,home,not-stressed
P027,B,male,2025-03-02 08:11:44.209585613,1468.1741299422665,802,work,not-stressed
P027,B,male,2025-03-05 09:19:15.492918378,1141.6597602990676,1633,work,not-stressed
P027,B,male,2025-03-05 09:40:45.361383294,1533.7352292258793,1574,work,not-stressed
P027,B,male,2025-03-05 10:53:36.347862128,894.3103122576067,1328,work,not-stressed
P027,B,male,2025-03-06 10:22:47.222584733,1300.279951862698,2577,outside,not-stressed
P027,B,male,2025-03-09 09:43:58.008351516,1340.206635106235,3654,outside,not-stressed
P027,B,male,2025-03-10 08:15:59.474646945,1110.3994434442145,2440,home,not-stressed
P027,B,male,2025-03-10 09:23:12.792058806,1168.0609218338413,3696,outside,stressed
P027,B,male,2025-03-10 09:29:36.375086770,1055.6009306770195,1074,home,not-stressed
P027,B,male,2025-03-11 08:12:10.818308520,513.0787661477672,2572,work,not-stressed
P027,B,male,2025-03-14 09:22:29.646928509,554.7710381997748,1429,work,not-stressed
P027,B,male,2025-03-20 09:38:04.355798112,704.2585578719189,1642,work,not-stressed
P027,B,male,2025-03-20 10:36:42.246990496,866.620393947026,659,work,stressed
P027,B,male,2025-03-23 10:54:04.967444799,1044.8179343488998,1436,home,not-stressed
P027,B,male,2025-03-24 10:21:39.277457110,863.2106117736478,2962,outside,not-stressed
P027,B,male,2025-03-25 08:32:56.566797735,948.5947256648053,1240,home,not-stressed
P027,B,male,2025-03-27 08:49:50.568463680,785.1176337571984,1195,home,stressed
P027,B,male,2025-03-28 10:38:44.819789690,1335.5926392776282,2938,outside,not-stressed
P028,B,male,2025-03-01 08:22:43.659208896,582.7072668288632,3988,outside,not-stressed
P028,B,male,2025-03-02 09:02:37.767245087,1476.9202206302216,1294,home,stressed
P028,B,male,2025-03-04 10:35:56.974353914,769.56742587049,839,home,stressed
P028,B,male,2025-03-12 08:41:53.841988693,1017.4661702206715,1784,home,stressed
P028,B,male,2025-03-17 10:31:27.633573315,440.6684008156245,3135,outside,not-stressed
P028,B,male,2025-03-19 10:16:43.490029238,535.0603155940953,2014,work,not-stressed
P028,B,male,2025-03-28 10:58:30.820265413,877.1504084146953,3825,outside,not-stressed
P028,B,male,2025-03-29 09:00:37.877420100,557.692392045588,1545,home,stressed
P028,B,male,2025-03-30 08:31:16.625205866,996.0921160413099,1153,home,stressed
P029,B,male,2025-03-04 08:17:22.572278110,356.73598335324255,3228,outside,not-stressed
P029,B,male,2025-03-09 10:31:06.177822608,972.4369798555404,1538,home,stressed
P029,B,male,2025-03-14 09:26:13.956681516,944.1993908620209,1304,work,not-stressed
P029,B,male,2025-03-14 10:35:37.286982844,503.0301334077553,1588,work,not-stressed
P029,B,male,2025-03-16 10:07:23.033924370,1094.9390298446222,1560,work,stressed
P029,B,male,2025-03-19 10:43:17.706331623,1175.223584384874,4352,outside,not-stressed
P029,B,male,2025-03-27 10:42:31.265948073,1448.871558247605,1946,work,stressed
P029,B,male,2025-03-28 09:54:18.962343825,791.438261550403,1264,work,not-stressed
P030,B,male,2025-03-03 10:29:16.297432620,968.8709403125024,885,home,not-stressed
P030,B,male,2025-03-05 08:51:13.272859039,1174.828824464149,1296,home,not-stressed
P030,B,male,2025-03-07 09:43:27.619186055,939.4975039588808,3077,outside,not-stressed
P030,B,male,2025-03-08 09:54:08.323538864,953.668699131211,1513,work,not-stressed
P030,B,male,2025-03-11 10:59:10.725174866,418.52195566168984,2412,work,not-stressed
P030,B,male,2025-03-12 09:27:46.804341109,1095.7549631078077,1532,work,not-stressed
P030,B,male,2025-03-12 10:11:22.491335563,475.61139436389544,1855,home,stressed
P030,B,male,2025-03-16 08:53:24.658523924,1180.1162646998457,1674,work,stressed
P030,B,male,2025-03-16 10:29:38.833955365,663.2469970590164,1581,home,not-stressed
P030,B,male,2025-03-19 08:42:44.281458448,873.1121678427576,3193,outside,not-stressed
P030,B,male,2025-03-19 10:40:39.251531512,1633.6647683865635,2809,outside,not-stressed
P030,B,male,2025-03-21 09:18:56.215676204,802.4476761153405,772,work,not-stressed
P030,B,male,2025-03-24 08:33:21.565938910,926.5762500680092,1372,home,not-stressed
P030,B,male,2025-03-24 09:46:21.368365727,1203.217908380673,1301,home,not-stressed
P030,B,male,2025-03-27 08:25:12.260253575,889.5377193574536,400,work,not-stressed
P031,A,male,2025-03-02 09:35:23.908447605,1075.6811280659529,2794,outside,not-stressed
P031,A,male,2025-03-05 08:21:47.070005240,1446.847519306215,1208,home,not-stressed
P031,A,male,2025-03-09 10:49:30.637685484,673.2193720586688,4060,outside,stressed
P031,A,male,2025-03-17 10:05:04.729635700,175.22978450167602,4177,outside,not-stressed
P031,A,male,2025-03-18 08:20:36.466491111,763.2726831497862,1760,work,stressed
P031,A,male,2025-03-19 09:46:51.536545052,1026.1516951183983,3768,outside,not-stressed
P031,A,male,2025-03-21 10:25:26.644402990,989.7103683651569,4028,outside,not-stressed
P031,A,male,2025-03-25 08:12:07.753191684,1295.341459760686,3208,outside,not-stressed
P032,A,male,2025-03-05 10:30:23.186552929,510.7978735831734,2635,outside,not-stressed
P032,A,male,2025-03-07 08:25:40.016756084,861.429029060563,3778,outside,not-stressed
P032,A,male,2025-03-11 08:24:26.521708290,923.4278542073968,3299,outside,not-stressed
P032,A,male,2025-03-12 10:44:59.660547085,377.8214628272885,1104,work,not-stressed
P032,A,male,2025-03-13 10:54:57.872770163,812.1292740315527,1462,work,not-stressed
P032,A,male,2025-03-16 10:19:14.220028573,954.1428851131234,1663,home,stressed
P032,A,male,2025-03-17 08:18:13.607077843,994.2912728903177,2072,work,stressed
P032,A,male,2025-03-18 08:56:22.627619557,844.2203714455784,536,home,not-stressed
P032,A,male,2025-03-26 09:46:15.083863894,702.4029885023078,984,work,not-stressed
P032,A,male,2025-03-28 08:01:12.472215284,908.369852271426,3302,outside,not-stressed
P032,A,male,2025-03-28 09:38:10.116109158,1249.255280235794,671,home,not-stressed
P032,A,male,2025-03-28 10:03:54.774199715,936.028529710394,2731,outside,not-stressed
